Ano;Mês;CLIENTE;RECEITA;PESO;Classificação
2018;maio;Clinte 1358;R$ 136;26;FRACIONADO
2018;junho;Clinte 1358;R$ 91;4;FRACIONADO
2018;julho;Clinte 1358;R$ 110;25;FRACIONADO
2018;outubro;Clinte 1358;R$ 94;11;FRACIONADO
2018;novembro;Clinte 1358;R$ 248;17;FRACIONADO
2018;dezembro;Clinte 1358;R$ 89;31;FRACIONADO
2019;janeiro;Clinte 1358;R$ 43;7;FRACIONADO
2019;fevereiro;Clinte 1358;R$ 51;30;FRACIONADO
2019;março;Clinte 1358;R$ 44;1;FRACIONADO
2019;abril;Clinte 1358;R$ 80;2;FRACIONADO
2019;junho;Clinte 1358;R$ 91;23;FRACIONADO
2019;julho;Clinte 1358;R$ 321;86;FRACIONADO
2019;agosto;Clinte 1358;R$ 156;62;FRACIONADO
2019;setembro;Clinte 1358;R$ 227;25;FRACIONADO
2019;outubro;Clinte 1358;R$ 275;39;FRACIONADO
2019;novembro;Clinte 1358;R$ 336;81;FRACIONADO
2019;dezembro;Clinte 1358;R$ 312;36;FRACIONADO
2018;janeiro;Clinte 1359;R$ 32;5;FRACIONADO
2018;fevereiro;Clinte 1359;R$ 228;369;FRACIONADO
2018;março;Clinte 1359;R$ 95;110;FRACIONADO
2018;abril;Clinte 1359;R$ 101;150;FRACIONADO
2018;maio;Clinte 1359;R$ 65;100;FRACIONADO
2018;junho;Clinte 1359;R$ 103;150;FRACIONADO
2018;novembro;Clinte 1359;R$ 39;23;FRACIONADO
2019;março;Clinte 1359;R$ 31;10;FRACIONADO
2019;maio;Clinte 1359;R$ 57;2;FRACIONADO
2019;junho;Clinte 1359;R$ 57;1;FRACIONADO
2019;julho;Clinte 1359;R$ 59;1;FRACIONADO
2018;dezembro;Clinte 2572;R$ 147;45;FRACIONADO
2019;outubro;Clinte 2572;R$ 274;18;FRACIONADO
2018;janeiro;Clinte 1361;R$ 2.812;996;FRACIONADO
2018;fevereiro;Clinte 1361;R$ 2.543;864;FRACIONADO
2018;março;Clinte 1361;R$ 2.935;1229;FRACIONADO
2018;abril;Clinte 1361;R$ 1.289;404;FRACIONADO
2018;maio;Clinte 1361;R$ 977;323;FRACIONADO
2018;junho;Clinte 1361;R$ 2.439;1034;FRACIONADO
2018;julho;Clinte 1361;R$ 4.454;975;FRACIONADO
2018;setembro;Clinte 1361;R$ 30;1;FRACIONADO
2018;outubro;Clinte 1361;R$ 505;76;FRACIONADO
2018;novembro;Clinte 1361;R$ 736;209;FRACIONADO
2018;dezembro;Clinte 1361;R$ 494;96;FRACIONADO
2019;janeiro;Clinte 1361;R$ 726;158;FRACIONADO
2019;fevereiro;Clinte 1361;R$ 226;35;FRACIONADO
2019;março;Clinte 1361;R$ 34;1;FRACIONADO
2019;abril;Clinte 1361;R$ 97;11;FRACIONADO
2019;maio;Clinte 1361;R$ 105;7;FRACIONADO
2019;junho;Clinte 1361;R$ 70;3;FRACIONADO
2019;julho;Clinte 1361;R$ 139;33;FRACIONADO
2019;agosto;Clinte 1361;R$ 104;8;FRACIONADO
2019;outubro;Clinte 1361;R$ 106;7;FRACIONADO
2019;dezembro;Clinte 1361;R$ 83;10;FRACIONADO
2018;maio;Clinte 1363;R$ 55;15;FRACIONADO
2018;julho;Clinte 1363;R$ 51;33;FRACIONADO
2018;dezembro;Clinte 1363;R$ 90;12;FRACIONADO
2019;setembro;Clinte 1364;R$ 94;10;FRACIONADO
2019;abril;Clinte 1365;R$ 328;420;FRACIONADO
2019;maio;Clinte 1365;R$ 61;0;FRACIONADO
2019;novembro;Clinte 1365;R$ 143;50;FRACIONADO
2018;agosto;Clinte 2573;R$ 56;5;FRACIONADO
2018;setembro;Clinte 2573;R$ 62;8;FRACIONADO
2018;dezembro;Clinte 2573;R$ 58;10;FRACIONADO
2019;março;Clinte 2573;R$ 63;8;FRACIONADO
2019;maio;Clinte 2573;R$ 61;4;FRACIONADO
2019;julho;Clinte 2573;R$ 59;1;FRACIONADO
2019;agosto;Clinte 2573;R$ 50;1;FRACIONADO
2018;janeiro;Clinte 1366;R$ 748;226;FRACIONADO
2018;fevereiro;Clinte 1366;R$ 101;15;FRACIONADO
2018;março;Clinte 1366;R$ 117;44;FRACIONADO
2018;abril;Clinte 1366;R$ 150;46;FRACIONADO
2018;maio;Clinte 1366;R$ 36;10;FRACIONADO
2018;junho;Clinte 1366;R$ 72;22;FRACIONADO
2018;julho;Clinte 1366;R$ 180;40;FRACIONADO
2018;agosto;Clinte 1366;R$ 82;21;FRACIONADO
2018;setembro;Clinte 1366;R$ 261;76;FRACIONADO
2018;outubro;Clinte 1366;R$ 122;42;FRACIONADO
2018;novembro;Clinte 1366;R$ 121;28;FRACIONADO
2018;dezembro;Clinte 1366;R$ 469;87;FRACIONADO
2019;janeiro;Clinte 1366;R$ 36;8;FRACIONADO
2019;fevereiro;Clinte 1366;R$ 239;43;FRACIONADO
2019;março;Clinte 1366;R$ 81;13;FRACIONADO
2019;abril;Clinte 1366;R$ 557;77;FRACIONADO
2019;maio;Clinte 1366;R$ 487;270;FRACIONADO
2019;junho;Clinte 1366;R$ 875;261;FRACIONADO
2019;julho;Clinte 1366;R$ 716;205;FRACIONADO
2019;agosto;Clinte 1366;R$ 855;328;FRACIONADO
2019;setembro;Clinte 1366;R$ 795;322;FRACIONADO
2019;outubro;Clinte 1366;R$ 1.307;600;FRACIONADO
2019;novembro;Clinte 1366;R$ 119;33;FRACIONADO
2019;dezembro;Clinte 1366;R$ 80;19;FRACIONADO
2019;setembro;Clinte 2574;R$ 150;129;FRACIONADO
2018;janeiro;Clinte 1367;R$ 201;73;FRACIONADO
2018;fevereiro;Clinte 1367;R$ 209;110;FRACIONADO
2018;março;Clinte 1367;R$ 249;65;FRACIONADO
2018;abril;Clinte 1367;R$ 108;38;FRACIONADO
2018;maio;Clinte 1367;R$ 143;58;FRACIONADO
2018;junho;Clinte 1367;R$ 265;123;FRACIONADO
2018;julho;Clinte 1367;R$ 62;50;FRACIONADO
2018;agosto;Clinte 1367;R$ 389;297;FRACIONADO
2018;setembro;Clinte 1367;R$ 394;352;FRACIONADO
2018;outubro;Clinte 1367;R$ 36;1;FRACIONADO
2018;novembro;Clinte 1367;R$ 230;87;FRACIONADO
2019;janeiro;Clinte 1367;R$ 189;36;FRACIONADO
2019;fevereiro;Clinte 1367;R$ 156;68;FRACIONADO
2019;março;Clinte 1367;R$ 162;85;FRACIONADO
2019;abril;Clinte 1367;R$ 97;65;FRACIONADO
2019;maio;Clinte 1367;R$ 160;41;FRACIONADO
2019;junho;Clinte 1367;R$ 44;40;FRACIONADO
2019;julho;Clinte 1367;R$ 189;81;FRACIONADO
2019;setembro;Clinte 1367;R$ 62;25;FRACIONADO
2019;outubro;Clinte 1367;R$ 44;20;FRACIONADO
2019;novembro;Clinte 1367;R$ 210;47;FRACIONADO
2019;dezembro;Clinte 1367;R$ 137;70;FRACIONADO
2018;maio;Clinte 1368;R$ 55;10;FRACIONADO
2019;agosto;Clinte 1368;R$ 120;90;FRACIONADO
2019;outubro;Clinte 1368;R$ 62;35;FRACIONADO
2019;novembro;Clinte 1369;R$ 188;58;FRACIONADO
2018;janeiro;Clinte 1370;R$ 453;320;FRACIONADO
2018;março;Clinte 1370;R$ 105;66;FRACIONADO
2018;maio;Clinte 1370;R$ 301;154;FRACIONADO
2018;junho;Clinte 1370;R$ 225;148;FRACIONADO
2018;agosto;Clinte 1370;R$ 720;446;FRACIONADO
2018;setembro;Clinte 1370;R$ 243;149;FRACIONADO
2018;novembro;Clinte 1370;R$ 60;11;FRACIONADO
2018;dezembro;Clinte 1370;R$ 143;51;FRACIONADO
2019;março;Clinte 1370;R$ 121;19;FRACIONADO
2019;maio;Clinte 1370;R$ 267;79;FRACIONADO
2019;junho;Clinte 1370;R$ 253;197;FRACIONADO
2019;julho;Clinte 1370;R$ 49;7;FRACIONADO
2018;fevereiro;Clinte 2575;R$ 84;18;FRACIONADO
2018;abril;Clinte 2575;R$ 105;21;FRACIONADO
2018;maio;Clinte 2575;R$ 59;15;FRACIONADO
2019;maio;Clinte 2575;R$ 168;39;FRACIONADO
2018;janeiro;Clinte 2576;R$ 48;10;FRACIONADO
2018;janeiro;Clinte 2577;R$ 1.207;849;FRACIONADO
2018;fevereiro;Clinte 2577;R$ 1.196;656;FRACIONADO
2018;março;Clinte 2577;R$ 1.610;1492;FRACIONADO
2018;abril;Clinte 2577;R$ 1.509;1280;FRACIONADO
2018;maio;Clinte 2577;R$ 995;805;FRACIONADO
2018;junho;Clinte 2577;R$ 1.425;851;FRACIONADO
2018;julho;Clinte 2577;R$ 2.331;2161;FRACIONADO
2018;agosto;Clinte 2577;R$ 1.539;1455;FRACIONADO
2018;setembro;Clinte 2577;R$ 1.223;962;FRACIONADO
2018;outubro;Clinte 2577;R$ 1.356;1206;FRACIONADO
2018;novembro;Clinte 2577;R$ 1.318;1128;FRACIONADO
2018;dezembro;Clinte 2577;R$ 1.511;1428;FRACIONADO
2019;janeiro;Clinte 2577;R$ 2.033;1784;FRACIONADO
2019;fevereiro;Clinte 2577;R$ 1.117;977;FRACIONADO
2019;março;Clinte 2577;R$ 1.841;1630;FRACIONADO
2019;abril;Clinte 2577;R$ 1.061;734;FRACIONADO
2019;maio;Clinte 2577;R$ 1.438;1415;FRACIONADO
2018;janeiro;Clinte 1371;R$ 1.328;911;FRACIONADO
2018;fevereiro;Clinte 1371;R$ 567;472;FRACIONADO
2018;março;Clinte 1371;R$ 1.037;644;FRACIONADO
2018;abril;Clinte 1371;R$ 1.478;1024;FRACIONADO
2018;maio;Clinte 1371;R$ 345;239;FRACIONADO
2018;junho;Clinte 1371;R$ 1.043;984;FRACIONADO
2018;julho;Clinte 1371;R$ 1.413;617;FRACIONADO
2018;agosto;Clinte 1371;R$ 1.826;836;FRACIONADO
2018;setembro;Clinte 1371;R$ 1.427;471;FRACIONADO
2018;outubro;Clinte 1371;R$ 2.452;1028;FRACIONADO
2018;novembro;Clinte 1371;R$ 795;310;FRACIONADO
2018;dezembro;Clinte 1371;R$ 3.254;1920;FRACIONADO
2019;janeiro;Clinte 1371;R$ 608;200;FRACIONADO
2019;fevereiro;Clinte 1371;R$ 863;312;FRACIONADO
2019;março;Clinte 1371;R$ 1.474;593;FRACIONADO
2019;abril;Clinte 1371;R$ 1.290;625;FRACIONADO
2019;maio;Clinte 1371;R$ 1.157;559;FRACIONADO
2019;junho;Clinte 1371;R$ 1.734;718;FRACIONADO
2019;julho;Clinte 1371;R$ 883;335;FRACIONADO
2019;agosto;Clinte 1371;R$ 1.453;533;FRACIONADO
2019;setembro;Clinte 1371;R$ 1.583;869;FRACIONADO
2019;outubro;Clinte 1371;R$ 2.160;1134;FRACIONADO
2019;novembro;Clinte 1371;R$ 1.843;803;FRACIONADO
2019;dezembro;Clinte 1371;R$ 1.849;942;FRACIONADO
2018;janeiro;Clinte 1372;R$ 77;50;FRACIONADO
2018;março;Clinte 1372;R$ 149;150;FRACIONADO
2018;abril;Clinte 1372;R$ 49;1;FRACIONADO
2019;abril;Clinte 1372;R$ 53;4;FRACIONADO
2019;agosto;Clinte 1372;R$ 54;5;FRACIONADO
2019;dezembro;Clinte 1372;R$ 158;22;FRACIONADO
2018;janeiro;Clinte 1373;R$ 1.356;428;FRACIONADO
2018;fevereiro;Clinte 1373;R$ 1.269;386;FRACIONADO
2018;março;Clinte 1373;R$ 1.553;461;FRACIONADO
2018;abril;Clinte 1373;R$ 2.457;935;FRACIONADO
2018;maio;Clinte 1373;R$ 733;199;FRACIONADO
2018;junho;Clinte 1373;R$ 85;25;FRACIONADO
2019;dezembro;Clinte 1373;R$ 658;154;FRACIONADO
2018;março;Clinte 1375;R$ 289;180;FRACIONADO
2018;abril;Clinte 1375;R$ 47;15;FRACIONADO
2018;maio;Clinte 1375;R$ 198;65;FRACIONADO
2018;outubro;Clinte 1375;R$ 223;120;FRACIONADO
2019;agosto;Clinte 2578;R$ 84;8;FRACIONADO
2019;dezembro;Clinte 1376;R$ 61;2;FRACIONADO
2018;dezembro;Clinte 2579;R$ 59;20;FRACIONADO
2019;julho;Clinte 2579;R$ 52;10;FRACIONADO
2019;agosto;Clinte 2579;R$ 71;34;FRACIONADO
2019;setembro;Clinte 2579;R$ 51;10;FRACIONADO
2019;outubro;Clinte 2579;R$ 51;33;FRACIONADO
2018;julho;Clinte 2580;R$ 36;24;FRACIONADO
2018;fevereiro;Clinte 2581;R$ 287;340;FRACIONADO
2018;junho;Clinte 2581;R$ 84;120;FRACIONADO
2018;agosto;Clinte 2581;R$ 379;515;FRACIONADO
2018;outubro;Clinte 2581;R$ 124;185;FRACIONADO
2018;dezembro;Clinte 2581;R$ 97;142;FRACIONADO
2019;março;Clinte 2581;R$ 45;30;FRACIONADO
2019;junho;Clinte 2581;R$ 77;85;FRACIONADO
2018;julho;Clinte 2582;R$ 60;10;FRACIONADO
2019;janeiro;Clinte 2582;R$ 169;45;FRACIONADO
2018;outubro;Clinte 2583;R$ 52;4;FRACIONADO
2019;abril;Clinte 2583;R$ 57;1;FRACIONADO
2018;janeiro;Clinte 1380;R$ 61;5;FRACIONADO
2018;julho;Clinte 1380;R$ 48;10;FRACIONADO
2018;agosto;Clinte 1380;R$ 72;10;FRACIONADO
2018;outubro;Clinte 1380;R$ 202;35;FRACIONADO
2018;novembro;Clinte 1380;R$ 131;15;FRACIONADO
2018;dezembro;Clinte 1380;R$ 388;86;FRACIONADO
2019;fevereiro;Clinte 1380;R$ 188;15;FRACIONADO
2019;março;Clinte 1380;R$ 141;25;FRACIONADO
2019;abril;Clinte 1380;R$ 347;45;FRACIONADO
2019;junho;Clinte 1380;R$ 63;10;FRACIONADO
2019;julho;Clinte 1380;R$ 206;22;FRACIONADO
2019;dezembro;Clinte 1380;R$ 117;15;FRACIONADO
2018;fevereiro;Clinte 2584;R$ 59;1;FRACIONADO
2019;abril;Clinte 2585;R$ 39;30;FRACIONADO
2018;dezembro;Clinte 1382;R$ 50;10;FRACIONADO
2018;janeiro;Clinte 2586;R$ 644;1090;FRACIONADO
2018;fevereiro;Clinte 2586;R$ 620;841;FRACIONADO
2018;março;Clinte 2586;R$ 639;537;FRACIONADO
2018;abril;Clinte 2586;R$ 451;683;FRACIONADO
2018;maio;Clinte 2586;R$ 64;70;FRACIONADO
2018;junho;Clinte 2586;R$ 199;71;FRACIONADO
2018;julho;Clinte 2586;R$ 213;90;FRACIONADO
2018;setembro;Clinte 2586;R$ 204;94;FRACIONADO
2018;setembro;Clinte 2587;R$ 51;1;FRACIONADO
2018;janeiro;Clinte 2588;R$ 655;365;FRACIONADO
2018;fevereiro;Clinte 2588;R$ 400;295;FRACIONADO
2018;março;Clinte 2588;R$ 596;255;FRACIONADO
2018;abril;Clinte 2588;R$ 1.072;541;FRACIONADO
2018;maio;Clinte 2588;R$ 1.366;955;FRACIONADO
2018;junho;Clinte 2588;R$ 4.869;3104;FRACIONADO
2018;julho;Clinte 2588;R$ 76;47;FRACIONADO
2018;agosto;Clinte 2588;R$ 618;270;FRACIONADO
2018;setembro;Clinte 2588;R$ 938;390;FRACIONADO
2018;julho;Clinte 2589;R$ 82;40;FRACIONADO
2019;abril;Clinte 1384;R$ 47;16;FRACIONADO
2019;dezembro;Clinte 1384;R$ 88;67;FRACIONADO
2019;setembro;Clinte 1385;R$ 91;56;FRACIONADO
2018;janeiro;Clinte 2590;R$ 52;5;FRACIONADO
2019;janeiro;Clinte 2591;R$ 60;3;FRACIONADO
2018;outubro;Clinte 1387;R$ 1.020;247;FRACIONADO
2018;novembro;Clinte 1387;R$ 776;158;FRACIONADO
2018;dezembro;Clinte 1387;R$ 956;283;FRACIONADO
2019;janeiro;Clinte 1387;R$ 638;90;FRACIONADO
2019;fevereiro;Clinte 1387;R$ 1.137;290;FRACIONADO
2019;março;Clinte 1387;R$ 1.063;51;FRACIONADO
2019;abril;Clinte 1387;R$ 547;47;FRACIONADO
2019;maio;Clinte 1387;R$ 1.230;293;FRACIONADO
2019;junho;Clinte 1387;R$ 655;42;FRACIONADO
2019;julho;Clinte 1387;R$ 404;40;FRACIONADO
2019;agosto;Clinte 1387;R$ 629;57;FRACIONADO
2019;setembro;Clinte 1387;R$ 705;47;FRACIONADO
2019;outubro;Clinte 1387;R$ 579;41;FRACIONADO
2019;novembro;Clinte 1387;R$ 709;55;FRACIONADO
2019;dezembro;Clinte 1387;R$ 708;57;FRACIONADO
2019;setembro;Clinte 1389;R$ 56;61;FRACIONADO
2019;dezembro;Clinte 1389;R$ 44;14;FRACIONADO
2018;julho;Clinte 2592;R$ 522;686;FRACIONADO
2018;março;Clinte 2593;R$ 66;48;FRACIONADO
2018;fevereiro;Clinte 2594;R$ 144;0;FRACIONADO
2018;março;Clinte 2594;R$ 140;2;FRACIONADO
2018;abril;Clinte 2594;R$ 156;5;FRACIONADO
2018;abril;Clinte 1391;R$ 72;28;FRACIONADO
2018;junho;Clinte 1391;R$ 47;22;FRACIONADO
2018;agosto;Clinte 1391;R$ 154;84;FRACIONADO
2018;setembro;Clinte 1391;R$ 79;60;FRACIONADO
2018;outubro;Clinte 1391;R$ 56;14;FRACIONADO
2018;novembro;Clinte 1391;R$ 64;30;FRACIONADO
2018;dezembro;Clinte 1391;R$ 105;80;FRACIONADO
2019;fevereiro;Clinte 1391;R$ 57;33;FRACIONADO
2019;abril;Clinte 1391;R$ 72;20;FRACIONADO
2019;maio;Clinte 1391;R$ 95;81;FRACIONADO
2019;junho;Clinte 1391;R$ 44;9;FRACIONADO
2019;setembro;Clinte 1391;R$ 124;75;FRACIONADO
2019;outubro;Clinte 1391;R$ 56;28;FRACIONADO
2019;novembro;Clinte 1391;R$ 40;12;FRACIONADO
2019;dezembro;Clinte 1391;R$ 41;5;FRACIONADO
2019;maio;Clinte 2595;R$ 326;199;FRACIONADO
2018;março;Clinte 1392;R$ 351;368;FRACIONADO
2018;abril;Clinte 1392;R$ 74;40;FRACIONADO
2018;maio;Clinte 1392;R$ 107;22;FRACIONADO
2018;junho;Clinte 1392;R$ 114;11;FRACIONADO
2018;agosto;Clinte 1392;R$ 157;6;FRACIONADO
2018;outubro;Clinte 1392;R$ 165;9;FRACIONADO
2018;novembro;Clinte 1392;R$ 48;10;FRACIONADO
2018;dezembro;Clinte 1392;R$ 496;299;FRACIONADO
2019;janeiro;Clinte 1392;R$ 107;25;FRACIONADO
2019;fevereiro;Clinte 1392;R$ 941;550;FRACIONADO
2019;março;Clinte 1392;R$ 60;10;FRACIONADO
2019;abril;Clinte 1392;R$ 413;96;FRACIONADO
2019;junho;Clinte 1392;R$ 71;1;FRACIONADO
2019;julho;Clinte 1392;R$ 386;47;FRACIONADO
2019;agosto;Clinte 1392;R$ 53;5;FRACIONADO
2019;setembro;Clinte 1392;R$ 61;1;FRACIONADO
2019;outubro;Clinte 1392;R$ 276;100;FRACIONADO
2019;dezembro;Clinte 1392;R$ 55;1;FRACIONADO
2018;outubro;Clinte 1393;R$ 70;1;FRACIONADO
2019;janeiro;Clinte 1393;R$ 211;41;FRACIONADO
2019;março;Clinte 1393;R$ 98;43;FRACIONADO
2019;maio;Clinte 1393;R$ 155;33;FRACIONADO
2019;junho;Clinte 1393;R$ 65;12;FRACIONADO
2019;julho;Clinte 1393;R$ 247;55;FRACIONADO
2019;setembro;Clinte 1393;R$ 235;52;FRACIONADO
2019;outubro;Clinte 1393;R$ 252;34;FRACIONADO
2019;novembro;Clinte 1393;R$ 206;24;FRACIONADO
2019;dezembro;Clinte 1393;R$ 432;48;FRACIONADO
2018;janeiro;Clinte 1394;R$ 540;676;FRACIONADO
2018;fevereiro;Clinte 1394;R$ 661;938;FRACIONADO
2018;março;Clinte 1394;R$ 616;652;FRACIONADO
2018;abril;Clinte 1394;R$ 324;421;FRACIONADO
2018;maio;Clinte 1394;R$ 620;870;FRACIONADO
2018;junho;Clinte 1394;R$ 630;610;FRACIONADO
2018;julho;Clinte 1394;R$ 514;492;FRACIONADO
2018;agosto;Clinte 1394;R$ 598;513;FRACIONADO
2018;setembro;Clinte 1394;R$ 410;342;FRACIONADO
2018;outubro;Clinte 1394;R$ 753;488;FRACIONADO
2018;novembro;Clinte 1394;R$ 419;431;FRACIONADO
2018;dezembro;Clinte 1394;R$ 459;439;FRACIONADO
2019;janeiro;Clinte 1394;R$ 231;321;FRACIONADO
2019;fevereiro;Clinte 1394;R$ 495;368;FRACIONADO
2019;março;Clinte 1394;R$ 719;554;FRACIONADO
2019;abril;Clinte 1394;R$ 786;628;FRACIONADO
2019;maio;Clinte 1394;R$ 591;360;FRACIONADO
2019;junho;Clinte 1394;R$ 751;914;FRACIONADO
2019;julho;Clinte 1394;R$ 818;679;FRACIONADO
2019;agosto;Clinte 1394;R$ 668;379;FRACIONADO
2019;setembro;Clinte 1394;R$ 766;523;FRACIONADO
2019;outubro;Clinte 1394;R$ 760;463;FRACIONADO
2019;novembro;Clinte 1394;R$ 525;349;FRACIONADO
2019;dezembro;Clinte 1394;R$ 615;433;FRACIONADO
2018;fevereiro;Clinte 2596;R$ 107;3;FRACIONADO
2019;março;Clinte 2596;R$ 70;6;FRACIONADO
2018;janeiro;Clinte 1395;R$ 885;434;FRACIONADO
2018;fevereiro;Clinte 1395;R$ 734;299;FRACIONADO
2018;março;Clinte 1395;R$ 733;299;FRACIONADO
2018;abril;Clinte 1395;R$ 1.085;513;FRACIONADO
2018;maio;Clinte 1395;R$ 671;208;FRACIONADO
2018;junho;Clinte 1395;R$ 1.737;742;FRACIONADO
2018;julho;Clinte 1395;R$ 1.505;488;FRACIONADO
2018;agosto;Clinte 1395;R$ 1.537;415;FRACIONADO
2018;setembro;Clinte 1395;R$ 1.749;544;FRACIONADO
2018;outubro;Clinte 1395;R$ 1.690;431;FRACIONADO
2018;novembro;Clinte 1395;R$ 1.945;543;FRACIONADO
2018;dezembro;Clinte 1395;R$ 1.523;361;FRACIONADO
2019;janeiro;Clinte 1395;R$ 1.945;431;FRACIONADO
2019;fevereiro;Clinte 1395;R$ 821;135;FRACIONADO
2019;março;Clinte 1395;R$ 1.786;337;FRACIONADO
2019;abril;Clinte 1395;R$ 1.959;446;FRACIONADO
2019;maio;Clinte 1395;R$ 2.007;410;FRACIONADO
2019;junho;Clinte 1395;R$ 1.831;373;FRACIONADO
2019;julho;Clinte 1395;R$ 2.013;338;FRACIONADO
2019;agosto;Clinte 1395;R$ 2.847;638;FRACIONADO
2019;setembro;Clinte 1395;R$ 2.413;405;FRACIONADO
2019;outubro;Clinte 1395;R$ 3.298;695;FRACIONADO
2019;novembro;Clinte 1395;R$ 2.481;554;FRACIONADO
2019;dezembro;Clinte 1395;R$ 2.951;576;FRACIONADO
2018;setembro;Clinte 2597;R$ 150;25;FRACIONADO
2019;julho;Clinte 1396;R$ 66;25;FRACIONADO
2019;agosto;Clinte 1396;R$ 62;4;FRACIONADO
2019;outubro;Clinte 1396;R$ 88;40;FRACIONADO
2018;abril;Clinte 1397;R$ 44;30;FRACIONADO
2018;junho;Clinte 1397;R$ 204;180;FRACIONADO
2018;julho;Clinte 1397;R$ 46;10;FRACIONADO
2018;agosto;Clinte 1397;R$ 93;47;FRACIONADO
2018;setembro;Clinte 1397;R$ 48;20;FRACIONADO
2018;outubro;Clinte 1397;R$ 270;161;FRACIONADO
2019;janeiro;Clinte 1397;R$ 52;25;FRACIONADO
2019;março;Clinte 1397;R$ 264;150;FRACIONADO
2019;abril;Clinte 1397;R$ 51;25;FRACIONADO
2019;agosto;Clinte 1397;R$ 274;195;FRACIONADO
2019;setembro;Clinte 1397;R$ 46;10;FRACIONADO
2019;outubro;Clinte 1397;R$ 48;5;FRACIONADO
2019;novembro;Clinte 1397;R$ 59;30;FRACIONADO
2019;dezembro;Clinte 1397;R$ 65;20;FRACIONADO
2018;janeiro;Clinte 2598;R$ 35;20;FRACIONADO
2018;junho;Clinte 2598;R$ 69;57;FRACIONADO
2019;fevereiro;Clinte 2598;R$ 40;21;FRACIONADO
2019;maio;Clinte 2598;R$ 37;13;FRACIONADO
2018;maio;Clinte 1399;R$ 41;2;FRACIONADO
2019;fevereiro;Clinte 1399;R$ 61;15;FRACIONADO
2019;junho;Clinte 1402;R$ 69;15;FRACIONADO
2019;novembro;Clinte 1402;R$ 69;15;FRACIONADO
2019;fevereiro;Clinte 1403;R$ 155;59;FRACIONADO
2019;março;Clinte 1403;R$ 124;250;FRACIONADO
2019;setembro;Clinte 1403;R$ 107;211;FRACIONADO
2019;março;Clinte 2599;R$ 118;20;FRACIONADO
2019;agosto;Clinte 2599;R$ 165;12;FRACIONADO
2019;outubro;Clinte 2599;R$ 90;9;FRACIONADO
2018;agosto;Clinte 2600;R$ 162;14;FRACIONADO
2018;novembro;Clinte 2601;R$ 59;9;FRACIONADO
2018;dezembro;Clinte 2601;R$ 59;10;FRACIONADO
2018;agosto;Clinte 2602;R$ 69;147;FRACIONADO
2018;janeiro;Clinte 1405;R$ 41;1;FRACIONADO
2018;fevereiro;Clinte 1405;R$ 47;12;FRACIONADO
2018;abril;Clinte 1405;R$ 178;44;FRACIONADO
2018;maio;Clinte 1405;R$ 289;75;FRACIONADO
2018;junho;Clinte 1405;R$ 46;5;FRACIONADO
2018;julho;Clinte 1405;R$ 55;14;FRACIONADO
2018;agosto;Clinte 1405;R$ 54;14;FRACIONADO
2018;setembro;Clinte 1405;R$ 141;15;FRACIONADO
2018;outubro;Clinte 1405;R$ 109;6;FRACIONADO
2018;novembro;Clinte 1405;R$ 40;1;FRACIONADO
2018;dezembro;Clinte 1405;R$ 65;5;FRACIONADO
2019;janeiro;Clinte 1405;R$ 45;12;FRACIONADO
2019;julho;Clinte 1405;R$ 121;75;FRACIONADO
2019;setembro;Clinte 1405;R$ 230;18;FRACIONADO
2019;outubro;Clinte 1405;R$ 241;40;FRACIONADO
2019;dezembro;Clinte 1405;R$ 56;10;FRACIONADO
2018;janeiro;Clinte 1407;R$ 219;347;FRACIONADO
2018;fevereiro;Clinte 1407;R$ 253;514;FRACIONADO
2018;março;Clinte 1407;R$ 309;682;FRACIONADO
2018;abril;Clinte 1407;R$ 139;281;FRACIONADO
2018;maio;Clinte 1407;R$ 348;752;FRACIONADO
2018;junho;Clinte 1407;R$ 485;903;FRACIONADO
2018;julho;Clinte 1407;R$ 268;467;FRACIONADO
2018;agosto;Clinte 1407;R$ 316;576;FRACIONADO
2018;setembro;Clinte 1407;R$ 266;391;FRACIONADO
2018;outubro;Clinte 1407;R$ 85;164;FRACIONADO
2018;novembro;Clinte 1407;R$ 233;494;FRACIONADO
2018;dezembro;Clinte 1407;R$ 145;295;FRACIONADO
2019;janeiro;Clinte 1407;R$ 155;312;FRACIONADO
2019;fevereiro;Clinte 1407;R$ 127;163;FRACIONADO
2019;março;Clinte 1407;R$ 124;147;FRACIONADO
2019;abril;Clinte 1407;R$ 84;109;FRACIONADO
2019;maio;Clinte 1407;R$ 166;360;FRACIONADO
2019;junho;Clinte 1407;R$ 179;362;FRACIONADO
2019;julho;Clinte 1407;R$ 325;604;FRACIONADO
2019;agosto;Clinte 1407;R$ 355;612;FRACIONADO
2019;setembro;Clinte 1407;R$ 84;110;FRACIONADO
2019;outubro;Clinte 1407;R$ 176;379;FRACIONADO
2019;novembro;Clinte 1407;R$ 208;395;FRACIONADO
2019;dezembro;Clinte 1407;R$ 84;132;FRACIONADO
2018;janeiro;Clinte 2603;R$ 52;10;FRACIONADO
2018;fevereiro;Clinte 2603;R$ 138;25;FRACIONADO
2018;abril;Clinte 2603;R$ 72;7;FRACIONADO
2018;junho;Clinte 2603;R$ 215;40;FRACIONADO
2018;julho;Clinte 2603;R$ 53;5;FRACIONADO
2018;outubro;Clinte 2603;R$ 446;111;FRACIONADO
2018;novembro;Clinte 2603;R$ 60;15;FRACIONADO
